	倐倐侸
2.921061	-0.001529	1.114897	-0.532935	0.498608	-0.701294	1180.000000	2778.000000	
2.976118	0.001529	1.069017	-0.530591	0.499060	-0.702710	1180.000000	2778.000000	
2.945531	-0.074938	1.036900	-0.530713	0.499792	-0.701501	1180.000000	2778.000000	
3.035763	0.010705	1.056782	-0.532959	0.497998	-0.701453	1180.000000	2778.000000	
3.015881	0.108584	1.062899	-0.531775	0.499634	-0.700757	1180.000000	2778.000000	
3.029645	0.061174	1.108780	-0.531323	0.499365	-0.702820	1180.000000	2778.000000	
2.881298	0.012235	1.044547	-0.532361	0.498950	-0.700818	1180.000000	2778.000000	
2.913414	0.143759	0.952786	-0.531860	0.497742	-0.702771	1180.000000	2778.000000	
3.037292	0.064233	1.027724	-0.532349	0.499133	-0.703040	1180.000000	2778.000000	
3.018940	0.209521	1.039959	-0.530859	0.499451	-0.702136	1180.000000	2778.000000	
2.999058	0.073409	1.038430	-0.532678	0.499243	-0.700537	1180.000000	2778.000000	
2.994470	-0.041292	1.047606	-0.531726	0.498865	-0.701917	1180.000000	2778.000000	
2.985294	-0.042822	1.058311	-0.532300	0.499438	-0.700208	1180.000000	2778.000000	
3.044939	0.030587	1.000196	-0.532104	0.500439	-0.701355	1180.000000	2778.000000	
3.046468	0.012235	1.003255	-0.532056	0.500037	-0.703247	1180.000000	2778.000000	
3.034233	-0.059645	1.013960	-0.531079	0.499365	-0.701440	1180.000000	2778.000000	
3.011293	-0.018352	1.033842	-0.531567	0.499426	-0.701147	1180.000000	2778.000000	
2.933296	-0.152935	1.058311	-0.532629	0.499719	-0.702124	1180.000000	2778.000000	
2.954707	-0.015294	1.007843	-0.530151	0.501038	-0.702209	1180.000000	2778.000000	
3.162699	-0.111643	1.090428	-0.530627	0.500049	-0.700195	1180.000000	2778.000000	
3.038821	0.029058	1.000196	-0.529419	0.500830	-0.700830	1180.000000	2778.000000	
2.999058	-0.061174	1.058311	-0.530420	0.499890	-0.703027	1180.000000	2778.000000	
2.928708	0.016823	1.087369	-0.531006	0.499622	-0.701453	1180.000000	2778.000000	
2.939414	0.048939	1.000196	-0.531799	0.498584	-0.700806	1180.000000	2778.000000	
2.979177	0.055057	1.128661	-0.530078	0.498328	-0.701074	1180.000000	2778.000000	
2.965412	0.032116	1.001725	-0.529822	0.500037	-0.701599	1180.000000	2778.000000	
2.953178	0.136112	1.036900	-0.531128	0.497620	-0.700842	1180.000000	2778.000000	
3.037292	-0.039763	1.085840	-0.531397	0.499402	-0.701550	1180.000000	2778.000000	
2.959295	-0.042822	1.070546	-0.532410	0.498804	-0.701880	1180.000000	2778.000000	
2.977647	-0.091761	1.140896	-0.532092	0.499976	-0.701611	1180.000000	2778.000000	
2.992941	-0.151406	1.059841	-0.532581	0.498413	-0.701917	1180.000000	2778.000000	
2.988353	-0.035175	1.017019	-0.531470	0.498230	-0.702100	1180.000000	2778.000000	
2.895062	-0.018352	1.018548	-0.530530	0.498608	-0.701978	1180.000000	2778.000000	
2.957766	-0.012235	1.003255	-0.531970	0.498523	-0.700574	1180.000000	2778.000000	
2.956236	0.030587	1.030783	-0.531323	0.498401	-0.700208	1180.000000	2778.000000	
2.927179	-0.045881	1.006313	-0.532764	0.498340	-0.701074	1180.000000	2778.000000	
2.996000	0.010705	1.035371	-0.532300	0.498499	-0.701831	1180.000000	2778.000000	
3.000587	0.045881	1.023136	-0.531897	0.499133	-0.700745	1180.000000	2778.000000	
2.931767	-0.033646	1.069017	-0.532727	0.499390	-0.702063	1180.000000	2778.000000	
2.986823	-0.027528	1.050664	-0.531116	0.500110	-0.700562	1180.000000	2778.000000	
2.968471	-0.036704	1.023136	-0.531775	0.499646	-0.701465	1180.000000	2778.000000	
2.942472	0.003059	1.015489	-0.531958	0.498010	-0.700391	1180.000000	2778.000000	
2.980706	-0.001529	1.110309	-0.531152	0.497839	-0.701721	1180.000000	2778.000000	
2.963883	0.139171	0.946669	-0.532935	0.497998	-0.702063	1180.000000	2778.000000	
2.982235	0.071880	0.948198	-0.530310	0.499658	-0.701208	1180.000000	2778.000000	
3.046468	0.045881	0.966550	-0.531165	0.497473	-0.701245	1180.000000	2777.000000	
2.973059	0.042822	1.018548	-0.533057	0.498303	-0.700964	1180.000000	2778.000000	
3.015881	-0.081056	1.079722	-0.532190	0.499194	-0.701782	1180.000000	2778.000000	
2.948590	0.010705	1.091957	-0.531665	0.497632	-0.700989	1180.000000	2778.000000	
2.951648	0.070350	0.943610	-0.532397	0.498010	-0.700818	1180.000000	2778.000000	
2.950119	-0.073409	1.075134	-0.530835	0.498694	-0.701404	1180.000000	2778.000000	
2.925649	-0.077997	1.096545	-0.531860	0.498706	-0.700574	1180.000000	2778.000000	
2.957766	0.178934	0.968079	-0.530774	0.500806	-0.701050	1180.000000	2778.000000	
3.096937	-0.022940	1.114897	-0.529822	0.499719	-0.701038	1180.000000	2778.000000	
3.020469	0.033646	0.940551	-0.529578	0.500781	-0.702527	1180.000000	2778.000000	
2.991411	-0.016823	1.186777	-0.531018	0.498315	-0.700989	1180.000000	2778.000000	
2.994470	0.051998	1.098074	-0.531665	0.501074	-0.700977	1180.000000	2778.000000	
2.861417	0.105525	1.033842	-0.532202	0.498645	-0.701477	1180.000000	2778.000000	
2.951648	0.077997	1.033842	-0.530884	0.498254	-0.702295	1180.000000	2778.000000	
3.028116	0.007647	1.082781	-0.530615	0.498792	-0.702368	1180.000000	2778.000000	
2.965412	0.082585	0.994078	-0.530017	0.499243	-0.702747	1180.000000	2778.000000	
2.994470	-0.074938	1.026195	-0.531189	0.499268	-0.702478	1180.000000	2778.000000	
2.950119	0.113172	0.966550	-0.531238	0.498914	-0.700806	1180.000000	2778.000000	
2.985294	0.016823	1.047606	-0.531335	0.499731	-0.700916	1180.000000	2778.000000	
3.046468	-0.053527	1.127132	-0.530530	0.499646	-0.701526	1180.000000	2778.000000	
2.950119	0.113172	1.026195	-0.532715	0.499634	-0.700952	1180.000000	2778.000000	
3.000587	-0.062703	1.151602	-0.531995	0.500317	-0.701062	1180.000000	2778.000000	
2.944001	-0.025999	1.047606	-0.533228	0.499817	-0.701526	1180.000000	2778.000000	
2.985294	0.001529	1.088898	-0.532837	0.499646	-0.702026	1180.000000	2778.000000	
2.934825	0.093290	1.018548	-0.531335	0.499658	-0.701819	1180.000000	2778.000000	
3.029645	0.025999	1.007843	-0.531042	0.499390	-0.702710	1180.000000	2777.000000	
2.914944	-0.003059	0.998666	-0.530066	0.500085	-0.701099	1180.000000	2777.000000	
2.971530	-0.024470	1.095016	-0.530005	0.500159	-0.701965	1180.000000	2777.000000	
3.037292	-0.048939	1.072075	-0.531641	0.498645	-0.701160	1180.000000	2778.000000	
3.028116	0.027528	1.032312	-0.533386	0.497852	-0.701611	1180.000000	2778.000000	
2.976118	0.056586	1.088898	-0.532568	0.499866	-0.700549	1180.000000	2778.000000	
2.945531	-0.003059	1.069017	-0.531897	0.501343	-0.701135	1180.000000	2778.000000	
2.986823	0.064233	0.980314	-0.531226	0.499158	-0.701514	1180.000000	2778.000000	
2.922590	0.145288	1.075134	-0.531103	0.499756	-0.701953	1180.000000	2778.000000	
2.994470	-0.029058	1.052194	-0.531311	0.499561	-0.701184	1180.000000	2778.000000	
2.974589	-0.032116	1.150072	-0.530701	0.499854	-0.701831	1180.000000	2778.000000	
3.055644	-0.021411	1.079722	-0.531140	0.497925	-0.701611	1180.000000	2778.000000	
2.956236	0.094820	0.971138	-0.531799	0.497986	-0.699829	1180.000000	2778.000000	
3.003646	-0.102467	1.121015	-0.530359	0.498572	-0.701917	1180.000000	2778.000000	
2.983765	0.027528	1.033842	-0.531714	0.498926	-0.701733	1180.000000	2778.000000	
2.927179	-0.045881	1.006313	-0.532581	0.498840	-0.702978	1180.000000	2778.000000	
3.002117	0.003059	1.032312	-0.531250	0.498437	-0.701416	1180.000000	2778.000000	
3.003646	0.038234	1.075134	-0.530334	0.499353	-0.701611	1180.000000	2778.000000	
2.982235	0.082585	1.013960	-0.530823	0.499316	-0.701013	1180.000000	2778.000000	
3.012822	-0.094820	1.093486	-0.531653	0.499292	-0.701904	1180.000000	2778.000000	
3.008234	0.105525	0.969609	-0.531714	0.499609	-0.702356	1180.000000	2778.000000	
2.948590	-0.033646	1.035371	-0.530969	0.498914	-0.703088	1180.000000	2778.000000	
